Open,High,Low,Close,Volume
45620,46280,45620,46100,8001400
46660,46800,46100,46380,8803750
46120,46640,46100,46340,7424450
45740,46000,45540,45940,11160350
45640,45780,44720,44720,15762350
45040,45380,44760,45100,17643550
45400,45580,44900,44920,12607050
44860,45300,44800,44880,8675400
45160,45680,44800,45680,13044800
45600,46460,45540,46080,13613650
46220,46400,45380,45620,8739550
45520,45660,44480,44640,12433600
44580,45020,44400,44700,18669100
44860,44900,44400,44680,9753500
45060,45960,45000,45960,12488750
46040,46360,45720,45940,7599400
46500,46500,45240,45300,13729400
45000,45580,45000,45160,13978750
45680,46440,45600,46100,11732850
45420,45600,45140,45380,10954300
45140,45620,45140,45400,8624900
45800,46060,45240,45360,10166700
45680,45920,45180,45680,9657000
45500,45940,45460,45580,17403450
45580,46560,45560,46560,11303900
47240,48140,47220,48140,15045000
47740,48120,47480,47480,9973650
47960,48080,47720,47960,11455800
47600,47780,47420,47620,9515100
47520,48360,47520,48280,8552800
48220,48400,47900,48300,9616750
47600,48000,47560,47700,9572500
48040,48320,47940,47940,8306550
47500,47620,47100,47540,11877550
47500,47780,47120,47220,6805550
47160,47400,46900,47000,7961000
46820,47680,46780,47580,10640250
48000,48100,47720,48060,10923050
47740,48120,47620,47860,8131900
48500,48900,48320,48660,10792750
48640,49000,48280,49000,9717800
49000,50000,48840,49880,9486150
50080,50940,50040,50560,16034150
51000,51080,50420,50480,8239000
50900,51020,50520,50640,8976100
50420,50880,50360,50840,7084450
50620,50820,50000,50740,11157500
50760,51320,50560,51200,8367600
50860,51160,50520,51080,8449050
50700,51000,50620,50860,7099750
50500,50760,49940,50000,10810600
49600,50020,49300,49840,11224800
50000,50640,49560,49800,11449500
49800,49800,47380,47760,26168300
47420,48240,46920,48200,12701400
48000,48840,47540,48600,11369500
49200,49340,48600,49000,7777450
49000,49000,47120,47780,15540800
48160,48180,47500,47700,8359200
47500,48080,47440,47580,7218250
47980,48260,47480,47720,7979600
47400,47400,46240,46280,14555400
46200,46320,45460,45900,22986150
45120,45300,44220,44620,25407300
45120,45400,44720,45000,19185600
46220,46380,46000,46200,21913650
46960,47300,46740,47040,12415850
46760,47240,46240,46900,10477950
47240,47240,46580,46840,5103450
46820,47160,46700,47000,7381750
47780,47780,47180,47480,9384700
47520,47660,47340,47520,8657450
47880,47880,46720,47020,11243550
47020,47240,45960,46100,9962100
45640,46080,45160,46080,12623650
46380,46400,45960,46200,7513000
46220,46640,46000,46320,11011700
46460,46640,46300,46480,10641700
45780,46360,45500,46040,7943500
46240,46900,45960,46760,11716100
46760,47180,46700,47000,10811050
47000,48220,47000,48120,9676500
48700,49180,48580,49080,10893000
49700,50180,49500,49800,10374750
50200,50220,49140,49600,12029750
49820,50400,49440,49620,9357000
50060,50320,49760,50300,14204750
50300,50560,49860,50400,10757300
50540,52480,50520,52480,11524950
52500,52640,51780,52120,9850400
52120,52500,51840,52220,9292750
52220,52960,52220,52800,8839800
53000,53680,53000,53620,9303100
53620,53620,53620,53620,0
52000,52200,51500,51680,10797000
52260,52460,51260,51260,12025450
51180,51620,50840,51280,12909400
53360,53640,52800,52800,20519800
53600,54760,53340,54640,13652150
54840,55160,54100,54800,13890700
54540,54840,53780,54000,12601650
53980,54860,53760,53920,9769950
54020,55380,54000,54800,10607800
54820,55240,54040,54760,10110750
54700,54700,52980,52980,12108700
52800,54100,52800,53840,8027050
54600,54640,54000,54300,8311050
54700,54780,54040,54040,5806050
54040,54420,53700,53900,5882850
53720,53900,52400,52400,9776550
52400,53320,52140,53080,7392500
53780,54320,53700,54040,8196150
54060,55440,53500,55080,13381550
57500,57500,56180,57220,14510250
57500,57520,56760,57060,10721050
57060,57140,55860,56380,9935800
56380,56500,55340,56380,9000950
56380,56920,55860,56100,7464550
56100,57060,55860,56760,8520200
56920,56920,55900,56340,11994050
55800,56540,55780,56400,6748800
56400,56800,56100,56380,8806650
56380,56740,55920,55920,6725000
55920,56320,55320,55340,8816950
55440,56000,55400,55780,7640700
56400,56880,55820,55820,10733150
55900,55980,55200,55200,9472750
55400,55840,55280,55280,10324700
55980,56200,55620,55960,7952950
55960,55980,55020,55300,6272900
55300,55500,55180,55460,4536200
55360,55360,52640,52640,18128900
52700,53280,51720,53280,13499400
53200,53240,52500,52600,9590250
50800,51860,50200,50800,29634150
50800,51780,50800,50840,12868600
50840,51340,50020,51340,14865050
50600,51300,50280,51260,9326550
51260,51560,50020,50020,10889200
50040,50980,50020,50740,11065600
51360,52000,51040,52000,11290450
52000,52040,51500,51780,8125850
51820,52100,51660,52100,8765050
52100,52100,51100,51320,11333700
51320,52280,51060,51060,20310400
51240,51480,50520,50620,14928550
50620,51240,50620,51200,7350250
51540,52080,51520,51560,11978600
51000,51060,49100,49140,15624300
49400,49960,49240,49700,11199650
49760,50100,48200,48200,16039850
48960,49560,48460,49360,10743600
49560,50960,49500,50960,8985450
51380,51400,50780,51020,8474250
52540,52560,51420,51620,10013500
52120,52180,50640,51080,11695450
51300,52120,51200,52120,9481150
52400,52520,51500,52020,8383650
51460,51720,49980,50400,18013600
50500,50520,48640,48840,18566800
48200,49260,48020,48240,25123800
48240,48480,46760,48200,27270450
48800,48980,47920,48540,10096000
48760,50140,48620,50000,20389650
50020,50020,49060,49620,11053050
50020,50640,49820,49900,14848850
50380,50380,49040,49320,9219950
48640,48680,47960,48240,12520900
48660,49160,48300,49160,13532700
48860,49700,48560,49340,9550500
49220,50360,49160,50260,11160350
50500,50780,49840,50780,10350100
51200,51480,50900,51220,11838800
50440,50640,49780,49800,12284550
50020,54140,49600,49900,64681300
50620,50960,49720,49820,27609450
49380,49400,47700,47700,29260350
46500,48320,46000,47920,28357900
46600,47920,46580,47420,19406450
48240,48260,45800,45800,23448050
46120,46620,45980,46000,23251050
44440,45180,44420,44700,17465000
45100,46320,45040,45720,15754950
46200,48060,46200,47540,18923250
48080,49100,47940,49000,18905900
49800,49800,47860,48380,15353450
48040,48160,47220,47400,10122600
47280,47580,46840,47280,12880200
47260,47260,46760,46760,8869950
46760,47800,46760,47220,12423300
47280,47560,47080,47380,9560650
48360,48380,47380,47380,9830550
47380,48100,47000,47060,15162350
46580,46800,46000,46020,13265500
45820,46160,45080,45200,14100950
45920,47100,45820,47020,15423350
48200,48900,47220,48620,21427050
49200,49480,48080,49200,19463650
49440,50540,49240,49740,14304400
50560,50780,49580,49740,8688950
50760,51660,50360,51660,20098700
51020,52000,51000,51760,12713250
52000,52020,51020,51540,8882450
51220,51420,50240,51140,12184900
50620,51340,50440,50740,8218850
50700,51200,50100,51200,8193250
51780,51780,51060,51060,8905200
51060,51780,51040,51780,8454100
50340,50720,49600,49720,14854950
49420,50280,49040,50280,10057750
50320,50460,49080,49980,11874000
49100,49100,48340,48700,15159450
48700,49560,48320,49040,10067000
49080,49900,49080,49220,7777100
49000,49220,48500,48540,7115650
47880,48140,47280,48120,12768250
48160,48260,46920,46920,12384200
47400,49380,47340,48740,13245600
48000,48580,47400,48400,12532700
48260,49440,48200,49200,9950400
48540,49220,48040,48880,10984350
49900,49900,48600,48860,10051100
49440,49440,48880,49000,12466250
49600,50180,49400,49800,10278300
50320,50600,49860,50340,7877450
50240,50540,49820,49980,7772000
51000,51360,50580,51360,13462600
52000,52980,51540,52780,17190550
51800,52260,51420,51620,11761000
51000,52080,51000,51900,11619000
51840,51860,50080,50460,15770300
49220,50500,49220,50400,16614600
50420,52160,50400,52140,18046550
53380,53640,52440,53000,30310800
53000,53000,53000,53000,0
53000,53000,53000,53000,0
53000,53000,53000,53000,0
53000,53900,51800,51900,39565391
52600,53200,51900,52600,23104720
52600,52800,50900,50900,16128305
51700,51700,50600,51600,13905263
52000,52200,51200,51300,10314997
51000,51100,49900,50100,14909272
50200,50400,49100,49200,18709146
49200,50200,49150,49850,15918683
50300,50500,49400,49400,10365440
49900,49900,49350,49500,6706570
49650,50200,49100,50000,9020998
50600,52000,50400,51800,17095490
52000,52000,51100,51400,8289275
51000,52800,50800,52700,15207266
52500,53000,52000,52300,9787820
52200,52500,51300,51300,8480437
51300,51500,49100,49500,20498098
50400,50800,49850,50700,63491109
50500,51700,49950,51300,13038499
50800,51200,50700,51100,9767171
51100,51400,50400,51300,9144100
51800,51800,50500,50600,13590016
50200,50400,49600,49650,16951706
49750,50300,49350,49900,10571312
49700,49800,49250,49400,12110569
49000,49000,48200,48200,20971729
48500,48700,47650,47650,17080892
47600,47650,46200,46600,16661870
47200,47350,46500,47000,15217971
47450,47600,46850,47000,12959316
47900,47900,47050,47050,10015541
47000,47250,46200,47250,10298006
47050,47050,46150,46650,10587711
45900,47300,45900,47000,11223166
47450,48500,47000,47950,15274752
46850,47150,46600,46800,12784800
46250,47150,46200,46650,14099635
46500,47150,45500,45550,13112253
45750,46450,45750,46150,10959655
46700,47050,46050,46250,8776763
46100,46550,45600,45950,7039773
45500,45850,44650,44900,17843706
45500,46100,45200,45600,11602464
46200,46550,46100,46300,10528665
46400,46450,45400,46000,11224077
45900,46250,45450,45500,11828104
45800,46500,45750,46500,11543389
46800,46800,46000,46050,7678719
46150,46200,45600,45850,8892953
46700,47200,46450,46550,10952645
47050,47200,46600,46900,9880128
47000,47600,46700,47450,10474547
47100,47200,46150,46500,10823782
46350,46600,45950,46150,8261363
46250,46550,45900,46150,7222471
46100,47000,46000,46900,7374946
46450,47000,46450,46900,4762460
46550,46800,46350,46500,5723035
46200,46450,46000,46250,8033607
46050,46850,46050,46550,7484499
46550,46800,45500,45550,8560924
45850,45900,45450,45750,8274944
46150,46150,45750,45800,6771979
46300,46750,45900,46700,9058174
47000,47000,46550,46800,6429338
47000,47050,46450,46900,12010886
46150,46400,44850,45400,16670643
44950,45100,44650,45050,9803831
44850,45400,44850,45150,6409259
43800,44650,43700,44250,10088229
44050,44400,44050,44100,6808747
43500,44200,43500,43850,7289124
43700,44900,43700,44800,9520270
45150,46200,44900,46100,11641656
46150,46200,45700,46200,6730918
45900,46400,45550,46150,6582535
46100,46550,46000,46300,5263782
46800,46950,46300,46550,7365976
46750,46800,46400,46800,5572374
46950,47950,46700,47650,12193231
47100,48450,47000,48450,13577454
48200,48300,47300,47450,8595084
47550,47800,47200,47650,6791255
47300,47450,46400,46600,9139998
46200,46400,45800,46100,9040553
44500,45200,44400,44900,18285508
45450,45550,45000,45500,9979838
45550,45900,45050,45050,9865790
44900,45100,44500,44550,12995269
44550,44750,44000,44050,18277942
45000,45850,44900,45850,12446344
45550,45800,44900,45150,8123384
44950,45900,44700,45500,9987090
46000,46200,45700,46150,9367454
46850,47600,46400,47250,13536966
46550,47550,46550,47400,14476906
46950,47500,46450,47500,15804586
47250,47250,46300,46450,11270515
46450,46800,45800,46350,6354983
46450,46700,45700,45700,6607188
45150,45600,44700,44700,11865327
44800,45500,44550,44700,10544165
44200,45200,44200,44950,6759464
45250,45500,44500,45300,10341349
44000,44650,43100,43100,19324537
43200,44650,43200,44000,12640906
44050,44050,43350,43800,7434522
43700,44150,43350,43600,6825677
44150,44500,44000,44150,8306193
43950,44450,43700,44050,8347725
43900,44150,43450,43900,7842520
43450,43950,43200,43550,8357648
43300,43450,42550,43050,9531231
43050,43100,42250,42550,13522825
40600,41550,40550,41000,19338170
41100,41300,40400,41000,14413864
40850,41950,40550,41400,14460521
